"FriendlyName","Name","Class","Status","InstanceId","HID"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_A","ACPI\GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_A","*GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_A","ACPI\GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_A","*GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_A","ACPI\GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_A","*GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_B","ACPI\GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_B","*GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_B","ACPI\GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_B","*GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_B","ACPI\GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_B","*GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_C","ACPI\GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_C","*GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_C","ACPI\GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_C","*GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_C","ACPI\GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_C","*GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_D","ACPI\GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_D","*GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_D","ACPI\GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_D","*GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_D","ACPI\GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_D","*GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_E","ACPI\GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_E","*GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_E","ACPI\GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_E","*GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_E","ACPI\GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_E","*GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_F","ACPI\GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_F","*GenuineIntel_-_Intel64_Family_6_Model_85"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_F","ACPI\GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_F","*GenuineIntel_-_Intel64_Family_6"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_F","ACPI\GenuineIntel_-_Intel64"
"Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Intel(R) Xeon(R) W-2155 CPU @ 3.30GHz","Processor","OK","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_W-2155_CPU_@_3.30GHZ\_F","*GenuineIntel_-_Intel64"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\7&39DE0742&0&0003","HID\VID_046D&PID_C52B&REV_2411&MI_01&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\7&39DE0742&0&0003","HID\VID_046D&PID_C52B&MI_01&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\7&39DE0742&0&0003","HID\VID_046D&UP:FFBC_U:0088"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\7&39DE0742&0&0003","HID_DEVICE_UP:FFBC_U:0088"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\7&39DE0742&0&0003","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL04\7&39DE0742&0&0003","HID_DEVICE"
"Bluetooth Low Energy GATT compliant HID device","Bluetooth Low Energy GATT compliant HID device","HIDClass","OK","BTHLEDEVICE\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0021","BTHLEDevice\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b_REV&0013"
"Bluetooth Low Energy GATT compliant HID device","Bluetooth Low Energy GATT compliant HID device","HIDClass","OK","BTHLEDEVICE\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0021","BTHLEDevice\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b"
"Bluetooth Low Energy GATT compliant HID device","Bluetooth Low Energy GATT compliant HID device","HIDClass","OK","BTHLEDEVICE\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0021","BTHLEDevice\{00001812-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL02\7&337D3F2A&1&0001","HID\VID_1532&PID_0084&REV_0200&MI_01&Col02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL02\7&337D3F2A&1&0001","HID\VID_1532&PID_0084&MI_01&Col02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL02\7&337D3F2A&1&0001","HID\VID_1532&UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL02\7&337D3F2A&1&0001","HID_DEVICE_SYSTEM_CONSUMER"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL02\7&337D3F2A&1&0001","HID_DEVICE_UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","OK","HID\VID_1532&PID_0084&MI_01&COL02\7&337D3F2A&1&0001","HID_DEVICE"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\8&2CF18200&0&0002","HID\VID_046D&PID_C52B&REV_2411&MI_01&Col03"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\8&2CF18200&0&0002","HID\VID_046D&PID_C52B&MI_01&Col03"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\8&2CF18200&0&0002","HID\VID_046D&UP:0001_U:0080"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\8&2CF18200&0&0002","HID_DEVICE_SYSTEM_CONTROL"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\8&2CF18200&0&0002","HID_DEVICE_UP:0001_U:0080"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\8&2CF18200&0&0002","HID_DEVICE"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT10","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT11","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT12","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT13","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT14","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT15","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT16","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT17","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT18","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT19","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT20","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT21","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT22","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT23","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT24","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT25","STORAGE\VolumeSnapshot"
"ACPI x64-based PC","ACPI x64-based PC","Computer","OK","ROOT\ACPI_HAL\0000","acpiapic"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","USBSTOR\Disk________USB_DISK_3.0____PMAP"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","USBSTOR\Disk________USB_DISK_3.0____"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","USBSTOR\Disk________"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","USBSTOR\________USB_DISK_3.0____P"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","________USB_DISK_3.0____P"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","USBSTOR\GenDisk"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","GenDisk"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#000001CF43F00000","STORAGE\Volume"
"Signa S2","Signa S2","MEDIA","OK","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_VID&0002099A_PID&0500\7&B265E0C&0&88D0397F939D_C00000000","BTHENUM\{0000110b-0000-1000-8000-00805f9b34fb}_VID&0002099a_PID&0500"
"Signa S2","Signa S2","MEDIA","OK","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_VID&0002099A_PID&0500\7&B265E0C&0&88D0397F939D_C00000000","BTHENUM\{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Programmable interrupt controller","Programmable interrupt controller","System","OK","ACPI\PNP0000\4&3816902A&0","ACPI\VEN_PNP&DEV_0000"
"Programmable interrupt controller","Programmable interrupt controller","System","OK","ACPI\PNP0000\4&3816902A&0","ACPI\PNP0000"
"Programmable interrupt controller","Programmable interrupt controller","System","OK","ACPI\PNP0000\4&3816902A&0","*PNP0000"
"USB Root Hub (USB 3.0)","USB Root Hub (USB 3.0)","USB","OK","USB\ROOT_HUB30\4&485095D&0&0","USB\ROOT_HUB30&VID8086&PIDA2AF&REV0000"
"USB Root Hub (USB 3.0)","USB Root Hub (USB 3.0)","USB","OK","USB\ROOT_HUB30\4&485095D&0&0","USB\ROOT_HUB30&VID8086&PIDA2AF"
"USB Root Hub (USB 3.0)","USB Root Hub (USB 3.0)","USB","OK","USB\ROOT_HUB30\4&485095D&0&0","USB\ROOT_HUB30"
"Generic PnP Monitor","Generic PnP Monitor","Monitor","OK","DISPLAY\GSM774F\5&1ECD3B42&7&UID774401","MONITOR\GSM774F"
"Generic PnP Monitor","Generic PnP Monitor","Monitor","OK","DISPLAY\GSM774F\5&1ECD3B42&7&UID774403","MONITOR\GSM774F"
"Generic PnP Monitor","Generic PnP Monitor","Monitor","OK","DISPLAY\GSM774F\5&1ECD3B42&7&UID774405","MONITOR\GSM774F"
"Generic PnP Monitor","Generic PnP Monitor","Monitor","OK","DISPLAY\GSM774F\5&1ECD3B42&7&UID774407","MONITOR\GSM774F"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\0","ACPI\VEN_PNP&DEV_0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\0","ACPI\PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\0","*PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\1","ACPI\VEN_PNP&DEV_0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\1","ACPI\PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\1","*PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\2","ACPI\VEN_PNP&DEV_0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\2","ACPI\PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\2","*PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\3","ACPI\VEN_PNP&DEV_0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\3","ACPI\PNP0A08"
"PCI Express Root Complex","PCI Express Root Complex","System","OK","ACPI\PNP0A08\3","*PNP0A08"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED160-E4D1-11EC-A496-806E6F6E6963}#0000000027400000","STORAGE\Volume"
"Logitech USB Input Device","Logitech USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_00\7&2F158407&0&0000","USB\VID_046D&PID_C52B&REV_2411&MI_00"
"Logitech USB Input Device","Logitech USB Input Device","HIDClass","Unknown","USB\VID_046D&PID_C52B&MI_00\7&2F158407&0&0000","USB\VID_046D&PID_C52B&MI_00"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","HID\VID_046D&PID_C52B&REV_2411&MI_02&Col01"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","HID\VID_046D&PID_C52B&MI_02&Col01"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","HID\VID_046D&UP:FF00_U:0001"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","HID_DEVICE_UP:FF00_U:0001"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","HID_DEVICE"
"Generic Attribute Profile","Generic Attribute Profile","Bluetooth","OK","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&000A","BTHLEDevice\{00001801-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b_REV&0013"
"Generic Attribute Profile","Generic Attribute Profile","Bluetooth","OK","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&000A","BTHLEDevice\{00001801-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b"
"Generic Attribute Profile","Generic Attribute Profile","Bluetooth","OK","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&000A","BTHLEDevice\{00001801-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
